Hardware config,Submodule Instance,isRTL,ConvKernelDim (dimensions flattened),Dilation (dimensions flattened),Input Feature Map Channels,Input Feature Map Dim (dimensions flattened),ImgDim (dimensions flattened),K,Labels,MH,MW,NumChannels,Output Feature Map Dim (dimensions flattened),PE,Padding (dimensions flattened),SIMD,Stride (dimensions flattened),accDataType (bits),cycles_estimate,inputDataType (bits),noActivation,numInputVectors (dimensions flattened),isOp_typeConvolutioninputgeneratorrtl,isOp_typeFmpaddingrtl,isOp_typeLabelselecthls,isOp_typeMvauhls,isOp_typeMvaurtl,outputDataType (bits),parallel_window,isRam_styleAuto,isRam_styleDistributed,isRestypeAuto,isRestypeLut,weightDataType (bits),Total LUT,BRAM (36k eq.),DSP Blocks
builds_t1w8_run4_20_modify_folding_BOTH,MVAU_hls_1,0,,,,,,,,8.0,20.0,,,1.0,,1.0,,18.0,40960.0,8.0,0.0,256.0,0,0,0,1,0,8.0,,0,0,1,0,8.0,2929,0.5,1
builds_t1w8_run4_20_modify_folding_BOTH,MVAU_rtl_0,1,,,,,,,,6.0,2048.0,,,1.0,,2.0,,22.0,6144.0,8.0,1.0,1.0,0,0,0,0,1,22.0,,0,0,1,0,8.0,150,4.5,2
builds_t1w8_run4_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,10,0.0,0
builds_t1w8_run4_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,8,0.0,0
builds_t1w8_run4_20_modify_folding_BOTH,StreamingFIFO_rtl_0,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,319,0.0,0
builds_t1w8_run4_20_modify_folding_BOTH,StreamingFIFO_rtl_1,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,32,2.0,0
builds_t1w8_run4_20_modify_folding_BOTH,StreamingFIFO_rtl_2,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,29,1.0,0
builds_t1w8_run4_20_modify_folding_BOTH,StreamingFIFO_rtl_3,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,29,3.0,0
builds_t1w8_run4_20_modify_folding_BOTH,StreamingFIFO_rtl_4,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,29,1.0,0
builds_t1w8_run4_20_modify_folding_BOTH,StreamingFIFO_rtl_5,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,15,0.0,0
builds_t1w8_run4_20_modify_folding_BOTH,StreamingFIFO_rtl_6,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,125,0.0,0
builds_t1w8_run4_20_modify_folding_BOTH,StreamingFIFO_rtl_7,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,31,0.0,0
builds_t1w8_run4_20_modify_folding_BOTH,StreamingFIFO_rtl_8,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,15,0.0,0
builds_t1w4_run16_80_modify_folding_BOTH,ConvolutionInputGenerator_rtl_0,1,9.0,1.0,4.0,1156.0,,,,,,,256.0,,,4.0,4.0,,2375.0,8.0,,,1,0,0,0,0,8.0,0.0,0,1,0,0,,245,0.0,0
builds_t1w4_run16_80_modify_folding_BOTH,FMPadding_rtl_0,1,,,,,1024.0,,,,,4.0,,,1.0,2.0,,,2312.0,8.0,,,0,1,0,0,0,,,0,0,0,0,,65,0.0,0
builds_t1w4_run16_80_modify_folding_BOTH,LabelSelect_hls_0,0,,,,,,1.0,6.0,,,,,1.0,,,,,6.0,14.0,,1.0,0,0,1,0,0,8.0,,0,0,0,0,,73,0.0,0
builds_t1w4_run16_80_modify_folding_BOTH,MVAU_hls_0,0,,,,,,,,20.0,36.0,,,2.0,,36.0,,14.0,2560.0,8.0,0.0,256.0,0,0,0,1,0,4.0,,0,0,1,0,3.0,1148,3.0,72
builds_t1w4_run16_80_modify_folding_BOTH,MVAU_hls_1,0,,,,,,,,8.0,20.0,,,1.0,,20.0,,9.0,2048.0,4.0,0.0,256.0,0,0,0,1,0,4.0,,0,0,1,0,3.0,469,0.0,20
builds_t1w4_run16_80_modify_folding_BOTH,MVAU_rtl_0,1,,,,,,,,6.0,2048.0,,,1.0,,4.0,,14.0,3072.0,4.0,1.0,1.0,0,0,0,0,1,14.0,,0,0,1,0,4.0,167,2.5,4
builds_t1w4_run16_80_modify_folding_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,12,0.0,0
builds_t1w4_run16_80_modify_folding_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,26,0.0,0
builds_t1w4_run16_80_modify_folding_BOTH,StreamingDataWidthConverter_rtl_2,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,12,0.0,0
builds_t1w4_run16_80_modify_folding_BOTH,StreamingDataWidthConverter_rtl_3,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,7,0.0,0
builds_t1w4_run16_80_modify_folding_BOTH,StreamingFIFO_rtl_0,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,331,0.0,0
builds_t1w4_run16_80_modify_folding_BOTH,StreamingFIFO_rtl_1,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,23,0.0,0
builds_t1w4_run16_80_modify_folding_BOTH,StreamingFIFO_rtl_10,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,15,0.0,0
builds_t1w4_run16_80_modify_folding_BOTH,StreamingFIFO_rtl_2,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,191,0.0,0
builds_t1w4_run16_80_modify_folding_BOTH,StreamingFIFO_rtl_3,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,39,0.0,0
builds_t1w4_run16_80_modify_folding_BOTH,StreamingFIFO_rtl_4,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,914,0.0,0
builds_t1w4_run16_80_modify_folding_BOTH,StreamingFIFO_rtl_5,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,15,0.0,0
builds_t1w4_run16_80_modify_folding_BOTH,StreamingFIFO_rtl_6,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,87,0.0,0
builds_t1w4_run16_80_modify_folding_BOTH,StreamingFIFO_rtl_7,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,15,0.0,0
builds_t1w4_run16_80_modify_folding_BOTH,StreamingFIFO_rtl_8,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,49,0.5,0
builds_t1w4_run16_80_modify_folding_BOTH,StreamingFIFO_rtl_9,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,23,0.0,0
builds_t1w2_run7_10_modify_folding_BOTH,ConvolutionInputGenerator_rtl_0,1,9.0,1.0,4.0,1156.0,,,,,,,256.0,,,1.0,4.0,,9500.0,8.0,,,1,0,0,0,0,8.0,0.0,0,1,0,0,,257,0.0,0
builds_t1w2_run7_10_modify_folding_BOTH,FMPadding_rtl_0,1,,,,,1024.0,,,,,4.0,,,1.0,1.0,,,4624.0,8.0,,,0,1,0,0,0,,,0,0,0,0,,51,0.0,0
builds_t1w2_run7_10_modify_folding_BOTH,LabelSelect_hls_0,0,,,,,,1.0,6.0,,,,,1.0,,,,,6.0,12.0,,1.0,0,0,1,0,0,8.0,,0,0,0,0,,67,0.0,0
builds_t1w2_run7_10_modify_folding_BOTH,MVAU_hls_0,0,,,,,,,,20.0,36.0,,,1.0,,12.0,,13.0,15360.0,8.0,0.0,256.0,0,0,0,1,0,2.0,,0,0,1,0,2.0,531,0.5,12
builds_t1w2_run7_10_modify_folding_BOTH,MVAU_hls_1,0,,,,,,,,8.0,20.0,,,1.0,,4.0,,6.0,10240.0,2.0,0.0,256.0,0,0,0,1,0,2.0,,0,0,1,0,2.0,298,0.0,4
builds_t1w2_run7_10_modify_folding_BOTH,MVAU_hls_2,0,,,,,,,,6.0,2048.0,,,1.0,,2.0,,12.0,6144.0,2.0,1.0,1.0,0,0,0,1,0,12.0,,0,0,1,0,2.0,2667,2.0,2
builds_t1w2_run7_10_modify_folding_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,12,0.0,0
builds_t1w2_run7_10_modify_folding_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,6,0.0,0
builds_t1w2_run7_10_modify_folding_BOTH,StreamingDataWidthConverter_rtl_2,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,5,0.0,0
builds_t1w2_run7_10_modify_folding_BOTH,StreamingFIFO_rtl_0,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,319,0.0,0
builds_t1w2_run7_10_modify_folding_BOTH,StreamingFIFO_rtl_1,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,32,2.0,0
builds_t1w2_run7_10_modify_folding_BOTH,StreamingFIFO_rtl_2,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,15,0.0,0
builds_t1w2_run7_10_modify_folding_BOTH,StreamingFIFO_rtl_3,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,46,3.0,0
builds_t1w2_run7_10_modify_folding_BOTH,StreamingFIFO_rtl_4,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,15,0.0,0
builds_t1w2_run7_10_modify_folding_BOTH,StreamingFIFO_rtl_5,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,15,0.0,0
builds_t1w2_run7_10_modify_folding_BOTH,StreamingFIFO_rtl_6,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,15,0.0,0
builds_t1w2_run7_10_modify_folding_BOTH,StreamingFIFO_rtl_7,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,49,0.5,0
builds_t1w2_run7_10_modify_folding_BOTH,StreamingFIFO_rtl_8,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,23,0.0,0
builds_t1w2_run7_10_modify_folding_BOTH,StreamingFIFO_rtl_9,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,15,0.0,0
builds_t1w4_run0,ConvolutionInputGenerator_rtl_0,1,9.0,1.0,4.0,1156.0,,,,,,,256.0,,,1.0,4.0,,9500.0,8.0,,,1,0,0,0,0,8.0,0.0,0,1,0,0,,257,0.0,0
builds_t1w4_run0,FMPadding_rtl_0,1,,,,,1024.0,,,,,4.0,,,1.0,1.0,,,4624.0,8.0,,,0,1,0,0,0,,,0,0,0,0,,51,0.0,0
builds_t1w4_run0,LabelSelect_hls_0,0,,,,,,1.0,6.0,,,,,1.0,,,,,6.0,14.0,,1.0,0,0,1,0,0,8.0,,0,0,0,0,,73,0.0,0
builds_t1w4_run0,MVAU_hls_0,0,,,,,,,,20.0,36.0,,,1.0,,1.0,,14.0,184320.0,8.0,0.0,256.0,0,0,0,1,0,4.0,,1,0,1,0,3.0,521,0.5,1
builds_t1w4_run0,MVAU_hls_1,0,,,,,,,,8.0,20.0,,,1.0,,1.0,,9.0,40960.0,4.0,0.0,256.0,0,0,0,1,0,4.0,,1,0,1,0,3.0,378,0.5,1
builds_t1w4_run0,MVAU_rtl_0,1,,,,,,,,6.0,2048.0,,,1.0,,2.0,,14.0,6144.0,4.0,1.0,1.0,0,0,0,0,1,14.0,,1,0,1,0,4.0,134,2.5,2
builds_t1w4_run0,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,6,0.0,0
builds_t1w4_run0,StreamingFIFO_rtl_0,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,319,0.0,0
builds_t1w4_run0,StreamingFIFO_rtl_1,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,32,2.0,0
builds_t1w4_run0,StreamingFIFO_rtl_2,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,32,4.0,0
builds_t1w4_run0,StreamingFIFO_rtl_3,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,15,0.0,0
builds_t1w4_run0,StreamingFIFO_rtl_4,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,15,0.0,0
builds_t1w4_run0,StreamingFIFO_rtl_5,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,55,0.0,0
builds_t1w4_run0,StreamingFIFO_rtl_6,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,23,0.0,0
builds_t1w4_run0,StreamingFIFO_rtl_7,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,15,0.0,0
builds_t1w2_run1_10_modify_folding_BOTH,ConvolutionInputGenerator_rtl_0,1,9.0,1.0,4.0,1156.0,,,,,,,256.0,,,1.0,4.0,,9500.0,8.0,,,1,0,0,0,0,8.0,0.0,0,1,0,0,,257,0.0,0
builds_t1w2_run1_10_modify_folding_BOTH,FMPadding_rtl_0,1,,,,,1024.0,,,,,4.0,,,1.0,1.0,,,4624.0,8.0,,,0,1,0,0,0,,,0,0,0,0,,51,0.0,0
builds_t1w2_run1_10_modify_folding_BOTH,LabelSelect_hls_0,0,,,,,,1.0,6.0,,,,,1.0,,,,,6.0,12.0,,1.0,0,0,1,0,0,8.0,,0,0,0,0,,67,0.0,0
builds_t1w2_run1_10_modify_folding_BOTH,MVAU_hls_0,0,,,,,,,,20.0,36.0,,,1.0,,2.0,,13.0,92160.0,8.0,0.0,256.0,0,0,0,1,0,2.0,,0,0,1,0,2.0,405,0.5,2
builds_t1w2_run1_10_modify_folding_BOTH,MVAU_hls_1,0,,,,,,,,8.0,20.0,,,1.0,,1.0,,6.0,40960.0,2.0,0.0,256.0,0,0,0,1,0,2.0,,0,0,1,0,2.0,308,0.5,1
builds_t1w2_run1_10_modify_folding_BOTH,MVAU_hls_2,0,,,,,,,,6.0,2048.0,,,1.0,,2.0,,12.0,6144.0,2.0,1.0,1.0,0,0,0,1,0,12.0,,0,0,1,0,2.0,2667,2.0,2
builds_t1w2_run1_10_modify_folding_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,8,0.0,0
builds_t1w2_run1_10_modify_folding_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,5,0.0,0
builds_t1w2_run1_10_modify_folding_BOTH,StreamingFIFO_rtl_0,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,319,0.0,0
builds_t1w2_run1_10_modify_folding_BOTH,StreamingFIFO_rtl_1,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,32,2.0,0
builds_t1w2_run1_10_modify_folding_BOTH,StreamingFIFO_rtl_2,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,32,2.0,0
builds_t1w2_run1_10_modify_folding_BOTH,StreamingFIFO_rtl_3,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,32,4.0,0
builds_t1w2_run1_10_modify_folding_BOTH,StreamingFIFO_rtl_4,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,55,0.0,0
builds_t1w2_run1_10_modify_folding_BOTH,StreamingFIFO_rtl_5,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,15,0.0,0
builds_t1w2_run1_10_modify_folding_BOTH,StreamingFIFO_rtl_6,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,60,0.0,0
builds_t1w2_run1_10_modify_folding_BOTH,StreamingFIFO_rtl_7,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,23,0.0,0
builds_t1w2_run1_10_modify_folding_BOTH,StreamingFIFO_rtl_8,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,15,0.0,0
builds_t1w8_run0,ConvolutionInputGenerator_rtl_0,1,9.0,1.0,4.0,1156.0,,,,,,,256.0,,,1.0,4.0,,9500.0,8.0,,,1,0,0,0,0,8.0,0.0,0,1,0,0,,257,0.0,0
builds_t1w8_run0,FMPadding_rtl_0,1,,,,,1024.0,,,,,4.0,,,1.0,1.0,,,4624.0,8.0,,,0,1,0,0,0,,,0,0,0,0,,51,0.0,0
builds_t1w8_run0,LabelSelect_hls_0,0,,,,,,1.0,6.0,,,,,1.0,,,,,6.0,22.0,,1.0,0,0,1,0,0,8.0,,0,0,0,0,,102,0.0,0
builds_t1w8_run0,MVAU_hls_0,0,,,,,,,,20.0,36.0,,,1.0,,1.0,,18.0,184320.0,8.0,0.0,256.0,0,0,0,1,0,8.0,,1,0,1,0,7.0,2992,0.5,1
builds_t1w8_run0,MVAU_hls_1,0,,,,,,,,8.0,20.0,,,1.0,,1.0,,18.0,40960.0,8.0,0.0,256.0,0,0,0,1,0,8.0,,1,0,1,0,8.0,2929,0.5,1
builds_t1w8_run0,MVAU_rtl_0,1,,,,,,,,6.0,2048.0,,,1.0,,2.0,,22.0,6144.0,8.0,1.0,1.0,0,0,0,0,1,22.0,,1,0,1,0,8.0,150,4.5,2
builds_t1w8_run0,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,8,0.0,0
builds_t1w8_run0,StreamingFIFO_rtl_0,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,319,0.0,0
builds_t1w8_run0,StreamingFIFO_rtl_1,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,32,2.0,0
builds_t1w8_run0,StreamingFIFO_rtl_2,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,32,4.0,0
builds_t1w8_run0,StreamingFIFO_rtl_3,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,15,0.0,0
builds_t1w8_run0,StreamingFIFO_rtl_4,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,15,0.0,0
builds_t1w8_run0,StreamingFIFO_rtl_5,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,71,0.0,0
builds_t1w8_run0,StreamingFIFO_rtl_6,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,31,0.0,0
builds_t1w8_run0,StreamingFIFO_rtl_7,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,15,0.0,0
builds_t1w8_run1_10_modify_folding_BOTH,ConvolutionInputGenerator_rtl_0,1,9.0,1.0,4.0,1156.0,,,,,,,256.0,,,4.0,4.0,,1158.0,8.0,,,1,0,0,0,0,8.0,1.0,0,1,0,0,,141,0.0,0
builds_t1w8_run1_10_modify_folding_BOTH,FMPadding_rtl_0,1,,,,,1024.0,,,,,4.0,,,1.0,4.0,,,1156.0,8.0,,,0,1,0,0,0,,,0,0,0,0,,64,0.0,0
builds_t1w8_run1_10_modify_folding_BOTH,LabelSelect_hls_0,0,,,,,,1.0,6.0,,,,,1.0,,,,,6.0,22.0,,1.0,0,0,1,0,0,8.0,,0,0,0,0,,102,0.0,0
builds_t1w8_run1_10_modify_folding_BOTH,MVAU_hls_0,0,,,,,,,,20.0,36.0,,,4.0,,36.0,,18.0,1280.0,8.0,0.0,256.0,0,0,0,1,0,8.0,,0,0,1,0,7.0,12721,14.0,144
builds_t1w8_run1_10_modify_folding_BOTH,MVAU_hls_1,0,,,,,,,,8.0,20.0,,,2.0,,20.0,,18.0,1024.0,8.0,0.0,256.0,0,0,0,1,0,8.0,,0,0,1,0,8.0,5939,4.5,40
builds_t1w8_run1_10_modify_folding_BOTH,MVAU_rtl_0,1,,,,,,,,6.0,2048.0,,,1.0,,8.0,,22.0,1536.0,8.0,1.0,1.0,0,0,0,0,1,22.0,,0,0,1,0,8.0,257,5.0,8
builds_t1w8_run1_10_modify_folding_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,22,0.0,0
builds_t1w8_run1_10_modify_folding_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,13,0.0,0
builds_t1w8_run1_10_modify_folding_BOTH,StreamingFIFO_rtl_0,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,341,0.0,0
builds_t1w8_run1_10_modify_folding_BOTH,StreamingFIFO_rtl_1,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,39,0.0,0
builds_t1w8_run1_10_modify_folding_BOTH,StreamingFIFO_rtl_2,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,1353,0.0,0
builds_t1w8_run1_10_modify_folding_BOTH,StreamingFIFO_rtl_3,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,39,0.0,0
builds_t1w8_run1_10_modify_folding_BOTH,StreamingFIFO_rtl_4,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,167,0.0,0
builds_t1w8_run1_10_modify_folding_BOTH,StreamingFIFO_rtl_5,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,23,0.0,0
builds_t1w8_run1_10_modify_folding_BOTH,StreamingFIFO_rtl_6,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,641,0.0,0
builds_t1w8_run1_10_modify_folding_BOTH,StreamingFIFO_rtl_7,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,31,0.0,0
builds_t1w8_run1_10_modify_folding_BOTH,StreamingFIFO_rtl_8,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,15,0.0,0
builds_t1w4_run12_40_modify_folding_BOTH,ConvolutionInputGenerator_rtl_0,1,9.0,1.0,4.0,1156.0,,,,,,,256.0,,,2.0,4.0,,4750.0,8.0,,,1,0,0,0,0,8.0,0.0,0,1,0,0,,242,0.0,0
builds_t1w4_run12_40_modify_folding_BOTH,FMPadding_rtl_0,1,,,,,1024.0,,,,,4.0,,,1.0,1.0,,,4624.0,8.0,,,0,1,0,0,0,,,0,0,0,0,,51,0.0,0
builds_t1w4_run12_40_modify_folding_BOTH,LabelSelect_hls_0,0,,,,,,1.0,6.0,,,,,1.0,,,,,6.0,14.0,,1.0,0,0,1,0,0,8.0,,0,0,0,0,,73,0.0,0
builds_t1w4_run12_40_modify_folding_BOTH,MVAU_hls_0,0,,,,,,,,20.0,36.0,,,1.0,,36.0,,14.0,5120.0,8.0,0.0,256.0,0,0,0,1,0,4.0,,0,0,1,0,3.0,749,2.0,36
builds_t1w4_run12_40_modify_folding_BOTH,MVAU_hls_1,0,,,,,,,,8.0,20.0,,,1.0,,10.0,,9.0,4096.0,4.0,0.0,256.0,0,0,0,1,0,4.0,,0,0,1,0,3.0,430,0.0,10
builds_t1w4_run12_40_modify_folding_BOTH,MVAU_rtl_0,1,,,,,,,,6.0,2048.0,,,1.0,,4.0,,14.0,3072.0,4.0,1.0,1.0,0,0,0,0,1,14.0,,0,0,1,0,4.0,167,2.5,4
builds_t1w4_run12_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,8,0.0,0
builds_t1w4_run12_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,18,0.0,0
builds_t1w4_run12_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_2,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,10,0.0,0
builds_t1w4_run12_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_3,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,7,0.0,0
builds_t1w4_run12_40_modify_folding_BOTH,StreamingFIFO_rtl_0,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,319,0.0,0
builds_t1w4_run12_40_modify_folding_BOTH,StreamingFIFO_rtl_1,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,15,0.0,0
builds_t1w4_run12_40_modify_folding_BOTH,StreamingFIFO_rtl_10,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,15,0.0,0
builds_t1w4_run12_40_modify_folding_BOTH,StreamingFIFO_rtl_2,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,170,0.0,0
builds_t1w4_run12_40_modify_folding_BOTH,StreamingFIFO_rtl_3,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,23,0.0,0
builds_t1w4_run12_40_modify_folding_BOTH,StreamingFIFO_rtl_4,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,937,0.0,0
builds_t1w4_run12_40_modify_folding_BOTH,StreamingFIFO_rtl_5,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,15,0.0,0
builds_t1w4_run12_40_modify_folding_BOTH,StreamingFIFO_rtl_6,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,47,0.0,0
builds_t1w4_run12_40_modify_folding_BOTH,StreamingFIFO_rtl_7,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,15,0.0,0
builds_t1w4_run12_40_modify_folding_BOTH,StreamingFIFO_rtl_8,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,194,0.0,0
builds_t1w4_run12_40_modify_folding_BOTH,StreamingFIFO_rtl_9,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,23,0.0,0
builds_t1w8_run21_40_modify_folding_greedy_BOTH,ConvolutionInputGenerator_rtl_0,1,9.0,1.0,4.0,1156.0,,,,,,,256.0,,,4.0,4.0,,1158.0,8.0,,,1,0,0,0,0,8.0,1.0,0,1,0,0,,141,0.0,0
builds_t1w8_run21_40_modify_folding_greedy_BOTH,FMPadding_rtl_0,1,,,,,1024.0,,,,,4.0,,,1.0,4.0,,,1156.0,8.0,,,0,1,0,0,0,,,0,0,0,0,,64,0.0,0
